OBJECTID,DATASET_E,DATASET_C,ADDRESS_E,ADDRESS_C,SEARCH1_E,SEARCH1_C,SEARCH2_E,SEARCH2_C,NSEARCH1_E,NSEARCH1_C,NSEARCH2_E,NSEARCH2_C,NSEARCH3_E,NSEARCH3_C,NSEARCH4_E,NSEARCH4_C,NSEARCH5_E,NSEARCH5_C,LATITUDE,LONGITUDE,GeometryLongitude,GeometryLatitude
66,Building information and age records,樓宇資料及樓齡紀錄,THE COVE HSE 11 12 CHUK KOK,清濤居11洋房 竹角12號,Sai Kung,西貢,New Territories,新界,5307151,5307151,NT17/2005(OP),NT17/2005(OP),2005-03-31,2005-03-31,Tower,座,Residential/Composite,住宅/綜合用途,22.34700231,114.2609089,114.26090889982595,22.347002310008634
67,Building information and age records,樓宇資料及樓齡紀錄,HSE A4 NGA KAU WAN,A4洋房 南丫島 牙較灣,Islands,離島區,New Territories,新界,5346904,5346904,NT18/2007(OP),NT18/2007(OP),2007-02-23,2007-02-23,Tower,座,Residential/Composite,住宅/綜合用途,22.22953077,114.1103017,114.11030170036327,22.22953076982924
68,Building information and age records,樓宇資料及樓齡紀錄,HSE A5 NGA KAU WAN,A5洋房 南丫島 牙較灣,Islands,離島區,New Territories,新界,5346905,5346905,NT18/2007(OP),NT18/2007(OP),2007-02-23,2007-02-23,Tower,座,Residential/Composite,住宅/綜合用途,22.2299914,114.1104178,114.11041780014148,22.22999139988326
69,Building information and age records,樓宇資料及樓齡紀錄,HSE A6 NGA KAU WAN,A6洋房 南丫島 牙較灣,Islands,離島區,New Territories,新界,5346906,5346906,NT18/2007(OP),NT18/2007(OP),2007-02-23,2007-02-23,Tower,座,Residential/Composite,住宅/綜合用途,22.22993233,114.1104075,114.11040750020607,22.22993232971328
70,Building information and age records,樓宇資料及樓齡紀錄,HSE B1 NGA KAU WAN,B1洋房 南丫島 牙較灣,Islands,離島區,New Territories,新界,5346907,5346907,NT18/2007(OP),NT18/2007(OP),2007-02-23,2007-02-23,Tower,座,Residential/Composite,住宅/綜合用途,22.22968389,114.1105611,114.11056109991489,22.229683890199397
71,Building information and age records,樓宇資料及樓齡紀錄,HSE B3 NGA KAU WAN,B3洋房 南丫島 牙較灣,Islands,離島區,New Territories,新界,5346908,5346908,NT18/2007(OP),NT18/2007(OP),2007-02-23,2007-02-23,Tower,座,Residential/Composite,住宅/綜合用途,22.22982046,114.1105626,114.11056259998406,22.22982046034599
72,Building information and age records,樓宇資料及樓齡紀錄,HSE B5 NGA KAU WAN,B5洋房 南丫島 牙較灣,Islands,離島區,New Territories,新界,5346909,5346909,NT18/2007(OP),NT18/2007(OP),2007-02-23,2007-02-23,Tower,座,Residential/Composite,住宅/綜合用途,22.22953075,114.1104207,114.11042069955568,22.229530750044148
73,Building information and age records,樓宇資料及樓齡紀錄,HSE C2 NGA KAU WAN,C2洋房 南丫島 牙較灣,Islands,離島區,New Territories,新界,5346911,5346911,NT18/2007(OP),NT18/2007(OP),2007-02-23,2007-02-23,Tower,座,Residential/Composite,住宅/綜合用途,22.23006797,114.1104525,114.11045249958329,22.230067969960885
74,Building information and age records,樓宇資料及樓齡紀錄,SKYHIGH HSE A 10/18 POLLOCK'S PATH,天比高A洋房 普樂道10/18號,Central & Western,中西區,Hong Kong,香港島,5366350,5366350,HK16/2007(OP),HK16/2007(OP),2007-05-28,2007-05-28,Tower,座,Residential/Composite,住宅/綜合用途,22.26829626,114.1587977,114.15879770015385,22.26829625976461
75,Building information and age records,樓宇資料及樓齡紀錄,SKYHIGH HSE B 10/18 POLLOCK'S PATH,天比高B洋房 普樂道10/18號,Central & Western,中西區,Hong Kong,香港島,5366351,5366351,HK16/2007(OP),HK16/2007(OP),2007-05-28,2007-05-28,Tower,座,Residential/Composite,住宅/綜合用途,22.2683529,114.1590381,114.1590380997286,22.26835289996643
76,Building information and age records,樓宇資料及樓齡紀錄,SKYHIGH HSE C 10/18 POLLOCK'S PATH,天比高C洋房 普樂道10/18號,Central & Western,中西區,Hong Kong,香港島,5366353,5366353,HK16/2007(OP),HK16/2007(OP),2007-05-28,2007-05-28,Tower,座,Residential/Composite,住宅/綜合用途,22.26854094,114.1587393,114.15873929997872,22.26854094011236
77,Building information and age records,樓宇資料及樓齡紀錄,SKYHIGH HSE D 10/18 POLLOCK'S PATH,天比高D洋房 普樂道10/18號,Central & Western,中西區,Hong Kong,香港島,5366355,5366355,HK16/2007(OP),HK16/2007(OP),2007-05-28,2007-05-28,Tower,座,Residential/Composite,住宅/綜合用途,22.26860818,114.1589789,114.15897890005624,22.268608179723742
78,Building information and age records,樓宇資料及樓齡紀錄,HANG SENG SCHOOL OF COMMERCE,恒生商學院 沙田,Sha Tin,沙田,New Territories,新界,5393782,5393782,NT38/2008(OP),NT38/2008(OP),2008-08-29,2008-08-29,Tower,座,Others,其他,22.37859944,114.2112808,114.21128080016888,22.378599439712445
79,Building information and age records,樓宇資料及樓齡紀錄,PHASE II OF A RESIDENTIAL DEVELOPMENT HSE A1 NGA KAU WAN,第二期住宅發展A1洋房 南丫島 牙較灣,Islands,離島區,New Territories,新界,5398269,5398269,NT52/2008(OP),NT52/2008(OP),2008-11-24,2008-11-24,Tower,座,Residential/Composite,住宅/綜合用途,22.22951402,114.1101079,114.11010790005957,22.229514019956127
80,Building information and age records,樓宇資料及樓齡紀錄,PHASE II OF A RESIDENTIAL DEVELOPMENT HSE A2 NGA KAU WAN,第二期住宅發展A2洋房 南丫島 牙較灣,Islands,離島區,New Territories,新界,5398270,5398270,NT52/2008(OP),NT52/2008(OP),2008-11-24,2008-11-24,Tower,座,Residential/Composite,住宅/綜合用途,22.22951741,114.1101733,114.11017329965807,22.229517410400206
81,Building information and age records,樓宇資料及樓齡紀錄,PHASE II OF A RESIDENTIAL DEVELOPMENT HSE A3 NGA KAU WAN,第二期住宅發展A3洋房 南丫島 牙較灣,Islands,離島區,New Territories,新界,5398271,5398271,NT52/2008(OP),NT52/2008(OP),2008-11-24,2008-11-24,Tower,座,Residential/Composite,住宅/綜合用途,22.22952639,114.1102378,114.11023779993457,22.229526390130843
82,Building information and age records,樓宇資料及樓齡紀錄,PHASE II OF A RESIDENTIAL DEVELOPMENT HSE C1 NGA KAU WAN,第二期住宅發展C1洋房 南丫島 牙較灣,Islands,離島區,New Territories,新界,5398272,5398272,NT52/2008(OP),NT52/2008(OP),2008-11-24,2008-11-24,Tower,座,Residential/Composite,住宅/綜合用途,22.22947339,114.1100299,114.11002990005989,22.229473390384726
83,Building information and age records,樓宇資料及樓齡紀錄,MA WO TPTL 179 TAI PO,大埔 馬窩第179號大埔市地段,Tai Po,大埔,New Territories,新界,5446028,5446028,NT6/2010(OP),NT6/2010(OP),2010-01-28,2010-01-28,Podium,平台,Residential/Composite,住宅/綜合用途,22.44058451,114.1619032,114.16190320037242,22.440584510267
84,Building information and age records,樓宇資料及樓齡紀錄,HSE 1 8 HOI LONG PATH,1洋房 青龍頭 海浪徑8號,Tsuen Wan,荃灣,New Territories,新界,5457979,5457979,NT33/2010(OP),NT33/2010(OP),2010-06-22,2010-06-22,Tower,座,Residential/Composite,住宅/綜合用途,22.36287369,114.0524014,114.05240140000467,22.362873690268657
85,Building information and age records,樓宇資料及樓齡紀錄,HSE 2 8 HOI LONG PATH,2洋房 青龍頭 海浪徑8號,Tsuen Wan,荃灣,New Territories,新界,5457984,5457984,NT33/2010(OP),NT33/2010(OP),2010-06-22,2010-06-22,Tower,座,Residential/Composite,住宅/綜合用途,22.36283074,114.0522947,114.05229469994049,22.362830740446384
86,Building information and age records,樓宇資料及樓齡紀錄,HSE 3 8 HOI LONG PATH,3洋房 青龍頭 海浪徑8號,Tsuen Wan,荃灣,New Territories,新界,5457985,5457985,NT33/2010(OP),NT33/2010(OP),2010-06-22,2010-06-22,Tower,座,Residential/Composite,住宅/綜合用途,22.36271009,114.0521321,114.05213209981662,22.36271009009863
87,Building information and age records,樓宇資料及樓齡紀錄,HSE 5 8 HOI LONG PATH,5洋房 青龍頭 海浪徑8號,Tsuen Wan,荃灣,New Territories,新界,5457986,5457986,NT33/2010(OP),NT33/2010(OP),2010-06-22,2010-06-22,Tower,座,Residential/Composite,住宅/綜合用途,22.36277078,114.05221,114.05220999999153,22.362770779947596
88,Building information and age records,樓宇資料及樓齡紀錄,CLUB HOUSE 8 HOI LONG PATH,會所 青龍頭 海浪徑8號,Tsuen Wan,荃灣,New Territories,新界,5457987,5457987,NT33/2010(OP),NT33/2010(OP),2010-06-22,2010-06-22,Tower,座,Others,其他,22.36276612,114.0522823,114.05228230008811,22.362766119660762
89,Building information and age records,樓宇資料及樓齡紀錄,2/4 HAU WO ST,厚和街2/4號,Central & Western,中西區,Hong Kong,香港島,5481882,5481882,HK19/2011(OP),HK19/2011(OP),2011-04-21,2011-04-21,Podium,平台,Office/Commercial,寫字樓/商業,22.28281856,114.1280072,114.12800720027212,22.28281855982874
90,Building information and age records,樓宇資料及樓齡紀錄,PING CHE DD 77 LOT 1670 FANLING,粉嶺 坪輋 丈量約份第77約第1670號地段,North,北區,New Territories,新界,5808484,5808484,NT45/2012(OP),NT45/2012(OP),2012-06-19,2012-06-19,Tower,座,Industrial,工業,22.51902681,114.1641654,114.1641654000133,22.519026810039293
91,Building information and age records,樓宇資料及樓齡紀錄,322 JUNCTION RD HONG KONG BAPTIST HOSPITAL BLK E,聯合道322號 香港浸信會醫院E座,Kowloon City,九龍城,Kowloon,九龍,6020639,6020639,KN44/2014(OP),KN44/2014(OP),2014-12-03,2014-12-03,Podium,平台,Others,其他,22.33938367,114.1803455,114.18034550044456,22.339383670020425
92,Building information and age records,樓宇資料及樓齡紀錄,142 CAMP ST,營盤街142號,Sham Shui Po,深水埗,Kowloon,九龍,6021848,6021848,NT3/2015(OP),NT3/2015(OP),2015-01-30,2015-01-30,Podium,平台,Residential/Composite,住宅/綜合用途,22.33518894,114.1612062,114.16120619970638,22.335188939717852
93,Building information and age records,樓宇資料及樓齡紀錄,HSE 2 TAN KWAI TSUEN RD,2洋房 丹桂村路,Yuen Long,元朗,New Territories,新界,6043901,6043901,NT73/2015(OP),NT73/2015(OP),2015-11-10,2015-11-10,Tower,座,Residential/Composite,住宅/綜合用途,22.42867931,113.9992595,113.99925949982617,22.42867931020203
94,Building information and age records,樓宇資料及樓齡紀錄,BLK 1 11 CHING SAU LANE,1座 靜修里11號,Southern,南區,Hong Kong,香港島,6049787,6049787,HK26/2016(OP),HK26/2016(OP),2016-04-08,2016-04-08,Tower,座,Residential/Composite,住宅/綜合用途,22.21956218,114.2045686,114.20456860036063,22.219562179750824
95,Building information and age records,樓宇資料及樓齡紀錄,BLK 2 11 CHING SAU LANE,2座 靜修里11號,Southern,南區,Hong Kong,香港島,6049788,6049788,HK26/2016(OP),HK26/2016(OP),2016-04-08,2016-04-08,Tower,座,Residential/Composite,住宅/綜合用途,22.21966375,114.2044646,114.20446460006133,22.219663750082077
96,Building information and age records,樓宇資料及樓齡紀錄,8 WAI YIN PATH HOMANTIN HILLSIDE TOWER 1,薈然徑8號 何文田山畔 1座,Kowloon City,九龍城,Kowloon,九龍,6054999,6054999,KN23/2016(OP),KN23/2016(OP),2016-06-07,2016-06-07,Tower,座,Residential/Composite,住宅/綜合用途,22.31202375,114.1851654,114.18516539986342,22.312023750096046
97,Building information and age records,樓宇資料及樓齡紀錄,11 GRAMPIAN RD,嘉林邊道11號,Kowloon City,九龍城,Kowloon,九龍,6056660,6056660,KN26/2016(OP),KN26/2016(OP),2016-06-22,2016-06-22,Tower,座,Residential/Composite,住宅/綜合用途,22.32879055,114.1861992,114.18619920023298,22.328790550243752
98,Building information and age records,樓宇資料及樓齡紀錄,"ADVANCED TRAINING CENTRE, HONG CHI ASSOCIATION, PINEHILL VILLAGE, PHASE 1 CHUNG NGA RD",1期 頌雅路,Tai Po,大埔,New Territories,新界,6063546,6063546,NT83/2016(OP),NT83/2016(OP),2016-12-01,2016-12-01,Podium,平台,Others,其他,22.46248383,114.1733086,114.17330860041159,22.462483830364533
99,Building information and age records,樓宇資料及樓齡紀錄,"ADVANCED TRAINING CENTRE, HONG CHI ASSOCIATION, PINEHILL VILLAGE, PHASE 1 CHUNG NGA RD",1期 頌雅路,Tai Po,大埔,New Territories,新界,6063548,6063548,NT83/2016(OP),NT83/2016(OP),2016-12-01,2016-12-01,Tower,座,Others,其他,22.4623867,114.1732892,114.17328920023647,22.46238669998627
100,Building information and age records,樓宇資料及樓齡紀錄,A MAIN BUILDING MUI WO DD 2 MW 738 LANTAU ISLAND,大嶼山 梅窩 丈量約份第2約第738號梅窩,Islands,離島區,New Territories,新界,6063551,6063551,NT82/2016(OP),NT82/2016(OP),2016-11-30,2016-11-30,Tower,座,Others,其他,22.27125588,113.9990138,113.99901379964717,22.271255880054866
101,Building information and age records,樓宇資料及樓齡紀錄,"SAVANNAH TOWER 3A, 3B & 3C 3 CHI SHIN ST","西貢 將軍澳 至善街3號 SAVANNAH 第3A, 3B, 3C座",Sai Kung,西貢,New Territories,新界,6073370,6073370,NT43/2017(OP),NT43/2017(OP),2017-06-30,2017-06-30,Tower,座,Residential/Composite,住宅/綜合用途,22.30549202,114.2641132,114.26411319956458,22.3054920199408
102,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 1, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078772,6078772,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.43977802,114.0142732,114.014273200248,22.43977801983982
103,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 2, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078773,6078773,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.43980087,114.0142392,114.01423919957949,22.43980086981435
104,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 3, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078774,6078774,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.43981969,114.0144568,114.01445680044105,22.43981968992682
105,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 5, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078775,6078775,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.43986201,114.0144673,114.0144673000259,22.439862010223635
106,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 6, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078776,6078776,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.43990862,114.0141568,114.01415680009632,22.439908620286644
107,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 7, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078777,6078777,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.43992012,114.0144349,114.0144349001506,22.439920119917645
108,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 8, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078778,6078778,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.4399507,114.0141675,114.01416750022997,22.439950699565202
109,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 9, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078779,6078779,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.4399608,114.0144452,114.01444520008602,22.439960799851065
110,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 10, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078780,6078780,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.43999151,114.0141953,114.01419530007308,22.439991509900324
111,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 11, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078781,6078781,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.44000976,114.0144467,114.01444670015519,22.44000975984261
112,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 12, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078782,6078782,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.44003251,114.0142056,114.0142056000085,22.44003250999242
113,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 15, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078783,6078783,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.44005081,114.0144569,114.01445690026583,22.440050810296725
114,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 16, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078784,6078784,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.44007731,114.0142225,114.0142225000684,22.440077309720095
115,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 17, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078785,6078785,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.44009567,114.0144738,114.01447380032573,22.440095670278993
116,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 18, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078786,6078786,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.44011897,114.0142328,114.01423280000381,22.44011896991458
117,Building information and age records,樓宇資料及樓齡紀錄,"HOUSE 19, 8 PING KIN LANE",元朗 屏健里8號,Yuen Long,元朗,New Territories,新界,6078787,6078787,NT32/2019(OP),NT32/2019(OP),2019-04-18,2019-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.44013768,114.0144848,114.0144847999336,22.44013768030976
118,Building information and age records,樓宇資料及樓齡紀錄,"Crescent Green Tower 5, 3 KO PO PATH",高埔徑3號 山水盈 第5座,Yuen Long,元朗,New Territories,新界,6082132,6082132,NT48/2020(OP),NT48/2020(OP),2020-06-18,2020-06-18,Tower,座,Residential/Composite,住宅/綜合用途,22.44605873,114.0510565,114.05105649985762,22.446058730326172
119,Building information and age records,樓宇資料及樓齡紀錄,"Crescent Green Tower 6, 3 KO PO PATH",高埔徑3號 山水盈 第６座,Yuen Long,元朗,New Territories,新界,6082133,6082133,NT48/2020(OP),NT48/2020(OP),2020-06-18,2020-06-18,Tower,座,Residential/Composite,住宅/綜合用途,22.44583909,114.0508434,114.05084340010285,22.445839089802178
120,Building information and age records,樓宇資料及樓齡紀錄,115/117 FUK WA ST PEI HO BUILDING,福華街115/117號 北河大廈,Sham Shui Po,深水埗,Kowloon,九龍,228,228,NK110/78,NK110/78,1978-11-07,1978-11-07,Podium,平台,Residential/Composite,住宅/綜合用途,22.33057291,114.1632767,114.16327669985992,22.330572910311616
121,Building information and age records,樓宇資料及樓齡紀錄,115 FUK WA ST PEI HO BUILDING BLK A,福華街115號 北河大廈 A座,Sham Shui Po,深水埗,Kowloon,九龍,337,337,NK110/78,NK110/78,1978-11-07,1978-11-07,Tower,座,Residential/Composite,住宅/綜合用途,22.33053284,114.1633668,114.16336680023767,22.330532840118508
122,Building information and age records,樓宇資料及樓齡紀錄,117 FUK WA ST PEI HO BUILDING BLK B,福華街117號 北河大廈 B座,Sham Shui Po,深水埗,Kowloon,九龍,392,392,NK110/78,NK110/78,1978-11-07,1978-11-07,Tower,座,Residential/Composite,住宅/綜合用途,22.33064795,114.1632175,114.16321750018756,22.33064794974314
123,Building information and age records,樓宇資料及樓齡紀錄,58 TEMPLE ST,廟街58號,Yau Tsim Mong,油尖旺,Kowloon,九龍,698,698,K451/63,K451/63,1963-12-30,1963-12-30,Tower,座,Residential/Composite,住宅/綜合用途,22.31029374,114.1705335,114.17053350032086,22.310293739564486
124,Building information and age records,樓宇資料及樓齡紀錄,46/54 TEMPLE ST K.K. CENTRE,廟街46/54號 賢昆商業大廈,Yau Tsim Mong,油尖旺,Kowloon,九龍,722,722,K37/86,K37/86,1986-12-08,1986-12-08,Podium,平台,Office/Commercial,寫字樓/商業,22.31043959,114.1705161,114.17051610023793,22.310439589815246
125,Building information and age records,樓宇資料及樓齡紀錄,46/54 TEMPLE ST K.K. CENTRE,廟街46/54號 賢昆商業大廈,Yau Tsim Mong,油尖旺,Kowloon,九龍,727,727,K37/86,K37/86,1986-12-08,1986-12-08,Tower,座,Office/Commercial,寫字樓/商業,22.31041438,114.170501,114.17050099972141,22.310414380019665
126,Building information and age records,樓宇資料及樓齡紀錄,44 TEMPLE ST,廟街44號,Yau Tsim Mong,油尖旺,Kowloon,九龍,747,747,K526/64,K526/64,1964-12-03,1964-12-03,Tower,座,Residential/Composite,住宅/綜合用途,22.31057812,114.1704898,114.17048979956462,22.31057811958459
127,Building information and age records,樓宇資料及樓齡紀錄,36/40 TEMPLE ST WING SING BUILDING,廟街36/40號 永星大廈,Yau Tsim Mong,油尖旺,Kowloon,九龍,755,755,K43/78,K43/78,1978-07-12,1978-07-12,Podium,平台,Residential/Composite,住宅/綜合用途,22.31068078,114.1704705,114.17047050011354,22.310680779894142
