OBJECTID,DATASET_E,DATASET_C,ADDRESS_E,ADDRESS_C,SEARCH1_E,SEARCH1_C,SEARCH2_E,SEARCH2_C,NSEARCH1_E,NSEARCH1_C,NSEARCH2_E,NSEARCH2_C,NSEARCH3_E,NSEARCH3_C,NSEARCH4_E,NSEARCH4_C,NSEARCH5_E,NSEARCH5_C,LATITUDE,LONGITUDE,GeometryLongitude,GeometryLatitude
36235,Building information and age records,樓宇資料及樓齡紀錄,79H WATERLOO RD YEE ON COURT BLK A,窩打老道79H號 怡安閣 A座,Kowloon City,九龍城,Kowloon,九龍,2111179,2111179,K23/77,K23/77,1977-03-21,1977-03-21,Tower,座,Residential/Composite,住宅/綜合用途,22.32055747,114.1766642,114.17666420029263,22.320557470051256
36236,Building information and age records,樓宇資料及樓齡紀錄,1 UNIVERSITY RD,西貢 大學道1號,Sai Kung,西貢,New Territories,新界,2111318,2111318,NT19/99,NT19/99,1999-03-26,1999-03-26,Tower,座,Others,其他,22.33782644,114.2636617,114.26366170032725,22.337826439938283
36237,Building information and age records,樓宇資料及樓齡紀錄,1 UNIVERSITY RD,西貢 大學道1號,Sai Kung,西貢,New Territories,新界,2111325,2111325,NT64/99,NT64/99,1999-11-24,1999-11-24,Tower,座,Others,其他,22.33372503,114.2627536,114.26275359999875,22.333725029586503
36238,Building information and age records,樓宇資料及樓齡紀錄,10 PLAZA LANE DISCOVERY BAY DB PLAZA BLK B,大嶼山 廣場徑10號 愉景灣愉景廣場 B座,Islands,離島區,New Territories,新界,2111332,2111332,NT205/82,NT205/82,1982-10-19,1982-10-19,Tower,座,Office/Commercial,寫字樓/商業,22.29614138,114.0161614,114.01616139972884,22.296141380120673
36239,Building information and age records,樓宇資料及樓齡紀錄,12 PLAZA LANE DISCOVERY BAY DB PLAZA BLK A,大嶼山 廣場徑12號 愉景灣愉景廣場 A座,Islands,離島區,New Territories,新界,2111346,2111346,NT205/82,NT205/82,1982-10-19,1982-10-19,Tower,座,Office/Commercial,寫字樓/商業,22.29652449,114.0166913,114.01669130006348,22.296524490412935
36240,Building information and age records,樓宇資料及樓齡紀錄,2 PLAZA LANE DISCOVERY BAY OFFICE CENTRE,大嶼山 廣場徑2號 愉景灣商務中心,Islands,離島區,New Territories,新界,2111368,2111368,NT79/98,NT79/98,1998-08-14,1998-08-14,Tower,座,Others,其他,22.29494866,114.016728,114.0167279995976,22.29494865965296
36241,Building information and age records,樓宇資料及樓齡紀錄,5/7 PING SHUN ST YUEN LONG CHURCH (CHURCH OF CHRIST IN CHINA) CHAN KWONG KINDERGARTEN,元朗 屏信街5/7號 中華基督教會元朗堂真光幼稚園,Yuen Long,元朗,New Territories,新界,2111468,2111468,NT8/72,NT8/72,1972-01-11,1972-01-11,Tower,座,Others,其他,22.44690671,114.0247232,114.02472320011566,22.446906710076632
36242,Building information and age records,樓宇資料及樓齡紀錄,9 PING SHUN ST THE CHURCH OF CHRIST IN CHINA YUEN LONG CHURCH CHAN KWONG KINDERGARTEN,元朗 屏信街9號 中華基督教會元朗堂真光幼稚園,Yuen Long,元朗,New Territories,新界,2111496,2111496,HD53/98,HD53/98,1998-12-14,1998-12-14,Tower,座,Others,其他,22.44707717,114.0246785,114.02467850021264,22.447077170275236
36243,Building information and age records,樓宇資料及樓齡紀錄,489 HENNESSY RD CAUSEWAY BAY PLAZA,軒尼詩道489號 銅鑼灣廣場,Wan Chai,灣仔,Hong Kong,香港島,2111609,2111609,H87/89(MTR),H87/89(MTR),1989-07-03,1989-07-03,Podium,平台,Office/Commercial,寫字樓/商業,22.2803085,114.1828126,114.18281259982166,22.280308499837474
36244,Building information and age records,樓宇資料及樓齡紀錄,489 HENNESSY RD CAUSEWAY BAY PLAZA,軒尼詩道489號 銅鑼灣廣場,Wan Chai,灣仔,Hong Kong,香港島,2111795,2111795,H87/89(MTR),H87/89(MTR),1989-07-03,1989-07-03,Tower,座,Office/Commercial,寫字樓/商業,22.2803085,114.1828121,114.18281209979864,22.280308499837474
36245,Building information and age records,樓宇資料及樓齡紀錄,8 PING TONG ST E,元朗 屏山 屏唐東街8號,Yuen Long,元朗,New Territories,新界,2112043,2112043,NT243/89,NT243/89,1989-12-04,1989-12-04,Tower,座,Industrial,工業,22.43874874,114.0093569,114.0093568998011,22.438748740362144
36246,Building information and age records,樓宇資料及樓齡紀錄,17 NEW ST WAI YUE BUILDING,新街17號 偉裕樓,Central & Western,中西區,Hong Kong,香港島,2112081,2112081,H63/90,H63/90,1990-05-22,1990-05-22,Tower,座,Residential/Composite,住宅/綜合用途,22.28584333,114.1469666,114.1469665997289,22.285843329705926
36247,Building information and age records,樓宇資料及樓齡紀錄,9 PING TONG ST E HOP HING BUILDING,元朗 屏唐東街9號 合興大廈,Yuen Long,元朗,New Territories,新界,2112132,2112132,NT78/90,NT78/90,1990-06-21,1990-06-21,Tower,座,Industrial,工業,22.43803405,114.0099732,114.00997319980343,22.438034050031433
36248,Building information and age records,樓宇資料及樓齡紀錄,55 TAN KWAI TSUEN RD YUEN LONG PO KOK PRIMARY SCHOOL,元朗 洪水橋 丹桂村路55號 元朗寶覺小學,Yuen Long,元朗,New Territories,新界,2112434,2112434,NT68/63,NT68/63,1963-08-09,1963-08-09,Tower,座,Others,其他,22.43010108,113.9990311,113.99903109990544,22.430101079900965
36249,Building information and age records,樓宇資料及樓齡紀錄,"DD 124 LOT 4166 TAN KWAI TSUEN RD TAN KWAI TSUEN ""YING YIN CATHOLIC KINDERGARTEN""","元朗 丹桂村 丹桂村路 丈量約份第124約地段第4166號 ""天主教英賢幼稚園""",Yuen Long,元朗,New Territories,新界,2112451,2112451,NT93/76,NT93/76,1976-08-09,1976-08-09,Tower,座,Others,其他,22.42722153,113.9980452,113.99804520012594,22.42722152984976
36250,Building information and age records,樓宇資料及樓齡紀錄,3 YUNG YUEN RD,元朗 屏山 庸園路3號,Yuen Long,元朗,New Territories,新界,2112482,2112482,NT217/81,NT217/81,1981-12-31,1981-12-31,Tower,座,Industrial,工業,22.44472246,114.0129284,114.01292839992573,22.444722460073535
36251,Building information and age records,樓宇資料及樓齡紀錄,38 CLOUD VIEW RD EVELYN TOWERS,雲景道38號 雲景台,Eastern,東區,Hong Kong,香港島,2112583,2112583,H190/75,H190/75,1975-09-15,1975-09-15,Podium,平台,Residential/Composite,住宅/綜合用途,22.28475029,114.1964795,114.19647949982914,22.284750290093882
36252,Building information and age records,樓宇資料及樓齡紀錄,38 CLOUD VIEW RD EVELYN TOWERS,雲景道38號 雲景台,Eastern,東區,Hong Kong,香港島,2112597,2112597,H190/75,H190/75,1975-09-15,1975-09-15,Tower,座,Residential/Composite,住宅/綜合用途,22.28460506,114.1966084,114.19660839965798,22.28460506037527
36253,Building information and age records,樓宇資料及樓齡紀錄,57 WONG CHUK ST SHUN FAT MANSION,黃竹街57號 順發大廈,Sham Shui Po,深水埗,Kowloon,九龍,2112734,2112734,NK43/88,NK43/88,1988-08-15,1988-08-15,Tower,座,Residential/Composite,住宅/綜合用途,22.33016624,114.167036,114.16703600001142,22.330166239580365
36254,Building information and age records,樓宇資料及樓齡紀錄,38 CLOUD VIEW RD EVELYN TOWERS,雲景道38號 雲景台,Eastern,東區,Hong Kong,香港島,2112868,2112868,H190/75,H190/75,1975-09-15,1975-09-15,Tower,座,Residential/Composite,住宅/綜合用途,22.28494348,114.1964155,114.19641549957566,22.28494347975783
36255,Building information and age records,樓宇資料及樓齡紀錄,14/20 SHELTER ST WAH YING BUILDING,信德街14/20號 華英大廈,Wan Chai,灣仔,Hong Kong,香港島,2112881,2112881,H11/80,H11/80,1980-01-17,1980-01-17,Tower,座,Residential/Composite,住宅/綜合用途,22.27899327,114.1884265,114.18842649988312,22.27899327012335
36256,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK A,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 A座,Yuen Long,元朗,New Territories,新界,2113223,2113223,NT73/73,NT73/73,1973-04-18,1973-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.42819131,113.9965095,113.99650949981367,22.428191310180864
36257,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK B,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 B座,Yuen Long,元朗,New Territories,新界,2113238,2113238,NT73/73,NT73/73,1973-04-18,1973-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.42839788,113.996178,113.9961779998149,22.428397879958254
36258,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK C,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 C座,Yuen Long,元朗,New Territories,新界,2113251,2113251,NT73/73,NT73/73,1973-04-18,1973-04-18,Tower,座,Residential/Composite,住宅/綜合用途,22.4280651,113.9961952,113.9961952002484,22.428065100224273
36259,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 13,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 13號屋,Yuen Long,元朗,New Territories,新界,2113266,2113266,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.42815619,113.9962827,113.99628269978678,22.428156189856338
36260,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 2,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 2號屋,Yuen Long,元朗,New Territories,新界,2113269,2113269,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.42817333,113.9962532,113.99625320022506,22.42817333003518
36261,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 3,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 3號屋,Yuen Long,元朗,New Territories,新界,2113271,2113271,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.42820389,113.996296,113.99629599986054,22.428203889897645
36262,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 4,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 4號屋,Yuen Long,元朗,New Territories,新界,2113273,2113273,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.42822642,113.9963118,113.99631180004963,22.428226419713553
36263,Building information and age records,樓宇資料及樓齡紀錄,38 CLOUD VIEW RD EVELYN TOWERS,雲景道38號 雲景台,Eastern,東區,Hong Kong,香港島,2113275,2113275,H202/75,H202/75,1975-10-02,1975-10-02,Tower,座,Residential/Composite,住宅/綜合用途,22.28524938,114.1966928,114.19669280013272,22.28524937965517
36264,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 5,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 5號屋,Yuen Long,元朗,New Territories,新界,2113276,2113276,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.42824806,113.9963275,113.99632750041383,22.428248060099918
36265,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 6,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 6號屋,Yuen Long,元朗,New Territories,新界,2113281,2113281,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.42826996,113.9963427,113.99634269985575,22.428269960390423
36266,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 7,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 7號屋,Yuen Long,元朗,New Territories,新界,2113334,2113334,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.42829133,113.9963579,113.99635790019704,22.428291330080867
36267,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 8,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 8號屋,Yuen Long,元朗,New Territories,新界,2113339,2113339,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.42831181,113.9963725,113.99637249979105,22.428311810341825
36268,Building information and age records,樓宇資料及樓齡紀錄,38 CLOUD VIEW RD EVELYN TOWERS,雲景道38號 雲景台,Eastern,東區,Hong Kong,香港島,2113342,2113342,H202/75,H202/75,1975-10-02,1975-10-02,Podium,平台,Residential/Composite,住宅/綜合用途,22.28524129,114.1966879,114.19668789972684,22.285241290253396
36269,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 9,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 9號屋,Yuen Long,元朗,New Territories,新界,2113343,2113343,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.42833291,113.9963878,113.99638779995712,22.428332910235667
36270,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 10,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 10號屋,Yuen Long,元朗,New Territories,新界,2113357,2113357,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.4283566,113.9964041,113.99640410016912,22.428356600176983
36271,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 11,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 11號屋,Yuen Long,元朗,New Territories,新界,2113361,2113361,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.42838198,113.9964228,113.9964227997724,22.428381979944447
36272,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 12,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 12號屋,Yuen Long,元朗,New Territories,新界,2113364,2113364,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.42842585,113.996435,113.99643499997535,22.42842584977319
36273,Building information and age records,樓宇資料及樓齡紀錄,MANAGEMENT OFFICE DISCOVERY BAY PARKVALE DRIVE, ,Islands,離島區,New Territories,新界,2113366,2113366,NT70/88,NT70/88,1988-03-15,1988-03-15,Tower,座,Others,其他,22.29530898,114.0133255,114.0133255000718,22.295308980225286
36274,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 3963 OFF TAN KWAI TSUEN RD TAN KWAI VILLA BLK D HSE 13,元朗 丹桂村 近丹桂村路 丈量約份第124約地段第3963號 丹桂苑 D座 13號屋,Yuen Long,元朗,New Territories,新界,2113370,2113370,NT126/77,NT126/77,1977-10-11,1977-10-11,Tower,座,Residential/Composite,住宅/綜合用途,22.4284072,113.9964631,113.99646310019193,22.428407199632602
36275,Building information and age records,樓宇資料及樓齡紀錄,MANAGEMENT OFFICE DISCOVERY BAY 1 HEADLAND DRIVE, ,Islands,離島區,New Territories,新界,2113446,2113446,NT285/88,NT285/88,1988-12-23,1988-12-23,Tower,座,Others,其他,22.30091531,114.01459,114.0145899999286,22.300915309793766
36276,Building information and age records,樓宇資料及樓齡紀錄,42 STANLEY VILLAGE RD STANLEY KNOLL,赤柱村道42號 STANLEY KNOLL,Southern,南區,Hong Kong,香港島,2113457,2113457,H230/78,H230/78,1978-12-23,1978-12-23,Tower,座,Residential/Composite,住宅/綜合用途,22.22086543,114.2107312,114.2107312001848,22.22086542959596
36277,Building information and age records,樓宇資料及樓齡紀錄,42 STANLEY VILLAGE RD STANLEY KNOLL,赤柱村道42號 STANLEY KNOLL,Southern,南區,Hong Kong,香港島,2113474,2113474,H230/78,H230/78,1978-12-23,1978-12-23,Tower,座,Residential/Composite,住宅/綜合用途,22.22095531,114.209541,114.2095409996175,22.220955309639862
36278,Building information and age records,樓宇資料及樓齡紀錄,42 STANLEY VILLAGE RD STANLEY KNOLL,赤柱村道42號 STANLEY KNOLL,Southern,南區,Hong Kong,香港島,2113493,2113493,H230/78,H230/78,1978-12-23,1978-12-23,Tower,座,Residential/Composite,住宅/綜合用途,22.2212319,114.2098735,114.20987349966231,22.22123189973246
36279,Building information and age records,樓宇資料及樓齡紀錄,10 GLENEALY,己連拿利10號,Central & Western,中西區,Hong Kong,香港島,2113517,2113517,H65/60,H65/60,1960-04-12,1960-04-12,Tower,座,Residential/Composite,住宅/綜合用途,22.27924544,114.1547036,114.15470360039092,22.27924544002508
36280,Building information and age records,樓宇資料及樓齡紀錄,BRAEMAR HILL MANSIONS CARPORTS 15/43 BRAEMAR HILL RD, ,Eastern,東區,Hong Kong,香港島,2113557,2113557,H23/78,H23/78,1978-02-13,1978-02-13,Podium,平台,Residential/Composite,住宅/綜合用途,22.28562449,114.2020104,114.20201039966025,22.285624489578595
36281,Building information and age records,樓宇資料及樓齡紀錄,15 BRAEMAR HILL RD BRAEMAR HILL MANSIONS (BLK 1),寶馬山道15號 賽西湖大廈 (1座),Eastern,東區,Hong Kong,香港島,2113816,2113816,H23/78,H23/78,1978-02-13,1978-02-13,Tower,座,Residential/Composite,住宅/綜合用途,22.28539334,114.2003043,114.20030430030329,22.285393340430346
36282,Building information and age records,樓宇資料及樓齡紀錄,17 BRAEMAR HILL RD BRAEMAR HILL MANSIONS (BLK 2),寶馬山道17號 賽西湖大廈 (2座),Eastern,東區,Hong Kong,香港島,2114360,2114360,H23/78,H23/78,1978-02-13,1978-02-13,Tower,座,Residential/Composite,住宅/綜合用途,22.28520875,114.2005336,114.2005336004454,22.285208750083825
36283,Building information and age records,樓宇資料及樓齡紀錄,582/592 NATHAN RD SINO CENTRE,彌敦道582/592號 信和中心,Yau Tsim Mong,油尖旺,Kowloon,九龍,2114468,2114468,K71/79,K71/79,1979-10-27,1979-10-27,Tower,座,Office/Commercial,寫字樓/商業,22.31609808,114.1702803,114.1702802997961,22.316098080062375
